EventID,Start Date,End Date,Peak Flood Level (m),Peak FL Date,Num Peak FL,Peak Discharge Q (cumec),Peak Discharge Date,Flood Volume (cumec),Event Duration (days),Time to Peak (days),Recession Time (day),Flood Type
INDOFLOODS-gauge-429-144,2015-11-05,2015-11-05,9.15,2015-11-05,1,223.78,2015-11-05,223.78,1,1,1,Flood
INDOFLOODS-gauge-429-145,2017-06-28,2017-06-28,10.32,2017-06-28,1,299.16,2017-06-28,299.16,1,1,1,Severe Flood
INDOFLOODS-gauge-429-146,2017-09-18,2017-09-20,10.88,2017-09-18,1,358.66,2017-09-18,789.54,3,1,3,Severe Flood
INDOFLOODS-gauge-429-147,2017-11-09,2017-11-09,9.02,2017-11-09,1,195.95,2017-11-09,195.95,1,1,1,Flood
INDOFLOODS-gauge-429-148,2017-12-01,2017-12-03,9.14,2017-12-01,3,225.18,2017-12-01,675.54,3,1,3,Flood
INDOFLOODS-gauge-429-149,2018-01-01,2018-01-01,11.73,2018-01-01,1,7.12,2018-01-01,7.12,1,1,1,Severe Flood
INDOFLOODS-gauge-429-150,2018-01-24,2018-01-24,9.56,2018-01-24,1,,,,1,1,1,Flood
INDOFLOODS-gauge-429-151,2018-02-01,2018-02-01,11.47,2018-02-01,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-429-152,2018-03-30,2018-03-30,11.1,2018-03-30,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-429-153,2018-04-19,2018-04-20,11.59,2018-04-19,2,,,,2,1,2,Severe Flood
INDOFLOODS-gauge-429-154,2018-07-15,2018-07-19,10.74,2018-07-16,1,332.98,2018-07-17,1111.24,5,2,4,Severe Flood
INDOFLOODS-gauge-429-155,2019-08-08,2019-08-12,10.9,2019-08-10,1,,,,5,3,3,Severe Flood
INDOFLOODS-gauge-430-1,1979-08-07,1979-08-07,7.17,1979-08-07,1,871.3,1979-08-07,871.3,1,1,1,Flood
INDOFLOODS-gauge-430-2,1985-06-27,1985-06-27,7.58,1985-06-27,1,793.0,1985-06-27,793.0,1,1,1,Flood
INDOFLOODS-gauge-430-3,2007-07-17,2007-07-17,7.16,2007-07-17,1,1264.85,2007-07-17,1264.85,1,1,1,Flood
INDOFLOODS-gauge-430-4,2018-08-15,2018-08-19,9.18,2018-08-16,4,1880.74,2018-08-15,1880.74,5,2,4,Severe Flood
INDOFLOODS-gauge-431-1,1986-02-17,1987-05-31,90.14,1986-08-09,1,782.7,1986-08-09,19017.0,469,174,296,Severe Flood
INDOFLOODS-gauge-431-2,1989-07-23,1989-07-24,16.18,1989-07-23,1,677.9,1989-07-23,1256.0,2,1,2,Flood
INDOFLOODS-gauge-431-3,1991-07-27,1991-07-28,15.73,1991-07-28,1,580.3,1991-07-28,1148.2,2,2,1,Flood
INDOFLOODS-gauge-431-4,1992-07-27,1992-07-29,18.49,1992-07-28,1,1410.0,1992-07-28,3357.6,3,2,2,Severe Flood
INDOFLOODS-gauge-431-5,1994-07-13,1994-07-16,18.8,1994-07-14,1,1344.0,1994-07-14,3871.0,4,2,3,Severe Flood
INDOFLOODS-gauge-431-6,1997-07-11,1997-07-11,17.68,1997-07-11,1,1020.0,1997-07-11,1020.0,1,1,1,Severe Flood
INDOFLOODS-gauge-431-7,1999-07-18,1999-07-18,16.0,1999-07-18,1,605.0,1999-07-18,605.0,1,1,1,Flood
INDOFLOODS-gauge-431-8,2004-08-05,2004-08-05,15.62,2004-08-05,1,630.19,2004-08-05,630.19,1,1,1,Flood
INDOFLOODS-gauge-431-9,2006-09-17,2006-09-17,15.8,2006-09-17,1,672.0,2006-09-17,672.0,1,1,1,Flood
INDOFLOODS-gauge-431-10,2007-06-23,2007-06-23,15.95,2007-06-23,1,703.76,2007-06-23,703.76,1,1,1,Flood
INDOFLOODS-gauge-431-11,2007-07-03,2007-07-04,17.0,2007-07-03,1,1166.25,2007-07-03,1993.62,2,1,2,Severe Flood
INDOFLOODS-gauge-431-12,2007-07-17,2007-07-18,16.83,2007-07-17,1,1099.7,2007-07-17,1961.81,2,1,2,Severe Flood
INDOFLOODS-gauge-431-13,2009-07-17,2009-07-18,16.78,2009-07-17,1,1125.0,2009-07-17,2148.0,2,1,2,Severe Flood
INDOFLOODS-gauge-431-14,2014-08-02,2014-08-02,15.71,2014-08-02,1,690.8,2014-08-02,690.8,1,1,1,Flood
INDOFLOODS-gauge-431-15,2017-09-18,2017-09-18,16.28,2017-09-18,1,729.02,2017-09-18,729.02,1,1,1,Flood
INDOFLOODS-gauge-431-16,2018-07-11,2018-07-11,15.66,2018-07-11,1,818.72,2018-07-11,818.72,1,1,1,Flood
INDOFLOODS-gauge-431-17,2019-08-08,2019-08-10,20.01,2019-08-09,1,,,,3,2,2,Severe Flood
INDOFLOODS-gauge-434-1,2019-08-08,2019-08-08,101.7,2019-08-08,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-438-1,1985-06-24,1985-07-02,7.13,1985-06-26,1,990.0,1985-06-26,8027.0,9,3,7,Severe Flood
INDOFLOODS-gauge-438-2,1986-08-09,1986-08-12,7.56,1986-08-09,1,1570.2,1986-08-09,5157.3,4,1,4,Severe Flood
INDOFLOODS-gauge-438-3,1989-07-23,1989-07-24,6.2,1989-07-24,1,1243.0,1989-07-24,2460.0,2,2,1,Flood
INDOFLOODS-gauge-438-4,1989-09-20,1989-09-20,6.04,1989-09-20,1,1125.0,1989-09-20,1125.0,1,1,1,Flood
INDOFLOODS-gauge-438-5,1991-06-08,1991-06-08,6.08,1991-06-08,1,1134.0,1991-06-08,1134.0,1,1,1,Flood
INDOFLOODS-gauge-438-6,1992-10-10,1992-10-11,6.8,1992-10-10,1,1464.0,1992-10-10,2867.0,2,1,2,Flood
INDOFLOODS-gauge-438-7,1994-08-02,1994-08-04,7.71,1994-08-03,1,1988.0,1994-08-03,4956.0,3,2,2,Severe Flood
INDOFLOODS-gauge-438-8,1998-10-12,1998-10-13,6.72,1998-10-12,1,1170.0,1998-10-12,2267.0,2,1,2,Flood
INDOFLOODS-gauge-438-9,1998-10-15,1998-10-15,6.1,1998-10-15,1,1006.1,1998-10-15,1006.1,1,1,1,Flood
INDOFLOODS-gauge-438-10,2000-08-25,2000-08-27,7.38,2000-08-26,1,1340.0,2000-08-26,3757.0,3,2,2,Severe Flood
INDOFLOODS-gauge-438-11,2001-07-09,2001-07-11,7.79,2001-07-10,1,1212.0,2001-07-10,3356.3,3,2,2,Severe Flood
INDOFLOODS-gauge-438-12,2005-08-02,2005-08-02,6.38,2005-08-02,1,1194.0,2005-08-02,1194.0,1,1,1,Flood
INDOFLOODS-gauge-438-13,2005-09-05,2005-09-05,6.45,2005-09-05,1,1215.0,2005-09-05,1215.0,1,1,1,Flood
INDOFLOODS-gauge-438-14,2005-09-07,2005-09-07,6.05,2005-09-07,1,1096.0,2005-09-07,1096.0,1,1,1,Flood
INDOFLOODS-gauge-438-15,2007-07-17,2007-07-18,6.51,2007-07-17,1,1127.0,2007-07-17,2161.0,2,1,2,Flood
INDOFLOODS-gauge-438-16,2018-06-11,2018-06-11,6.87,2018-06-11,1,708.2,2018-06-11,708.2,1,1,1,Flood
INDOFLOODS-gauge-438-17,2018-07-16,2018-07-16,6.35,2018-07-16,1,1248.32,2018-07-16,1248.32,1,1,1,Flood
INDOFLOODS-gauge-438-18,2018-08-09,2018-08-11,7.15,2018-08-10,1,1330.86,2018-08-11,3488.84,3,2,2,Severe Flood
INDOFLOODS-gauge-438-19,2018-08-14,2018-08-20,9.46,2018-08-15,6,1136.02,2018-08-14,1136.02,7,2,6,Severe Flood
INDOFLOODS-gauge-440-1,1978-07-23,1978-07-29,9.14,1978-07-27,1,443.0,1978-07-26,2233.7,7,5,3,Severe Flood
INDOFLOODS-gauge-440-2,1978-08-28,1978-08-30,7.32,1978-08-29,1,244.9,1978-08-29,700.6,3,2,2,Flood
INDOFLOODS-gauge-440-3,1978-11-02,1978-11-10,13.34,1978-11-07,1,1130.0,1978-11-07,5046.0,9,6,4,Severe Flood
INDOFLOODS-gauge-440-4,1978-11-12,1978-11-12,7.01,1978-11-12,1,199.7,1978-11-12,199.7,1,1,1,Flood
INDOFLOODS-gauge-440-5,1979-07-25,1979-07-25,7.05,1979-07-25,1,234.0,1979-07-25,234.0,1,1,1,Flood
INDOFLOODS-gauge-440-6,1979-08-03,1979-08-03,7.23,1979-08-03,1,256.0,1979-08-03,256.0,1,1,1,Flood
INDOFLOODS-gauge-440-7,1979-11-12,1979-11-13,8.04,1979-11-12,1,350.9,1979-11-12,574.9,2,1,2,Severe Flood
INDOFLOODS-gauge-440-8,1979-11-17,1979-11-17,7.76,1979-11-17,1,289.6,1979-11-17,289.6,1,1,1,Flood
INDOFLOODS-gauge-440-9,1979-11-20,1979-11-21,8.94,1979-11-20,1,453.5,1979-11-20,713.3,2,1,2,Severe Flood
INDOFLOODS-gauge-440-10,1981-06-04,1981-06-08,8.17,1981-06-05,1,390.1,1981-06-05,1603.5,5,2,4,Severe Flood
INDOFLOODS-gauge-440-11,1981-06-12,1981-06-12,7.24,1981-06-12,1,252.0,1981-06-12,252.0,1,1,1,Flood
INDOFLOODS-gauge-440-12,1981-06-14,1981-06-19,8.78,1981-06-18,1,428.8,1981-06-18,1905.0,6,5,2,Severe Flood
INDOFLOODS-gauge-440-13,1981-07-27,1981-07-29,7.64,1981-07-28,1,295.7,1981-07-27,830.6,3,2,2,Flood
INDOFLOODS-gauge-440-14,1981-08-20,1981-08-20,7.1,1981-08-20,1,247.2,1981-08-20,247.2,1,1,1,Flood
INDOFLOODS-gauge-440-15,1981-08-23,1981-08-24,7.62,1981-08-23,1,305.0,1981-08-23,547.8,2,1,2,Flood
INDOFLOODS-gauge-440-16,1981-09-12,1981-09-14,7.74,1981-09-13,1,318.0,1981-09-13,820.0,3,2,2,Flood
INDOFLOODS-gauge-440-17,1981-09-17,1981-09-25,9.04,1981-09-22,1,464.0,1981-09-22,3469.7,9,6,4,Severe Flood
INDOFLOODS-gauge-440-18,1983-08-20,1983-08-22,8.88,1983-08-20,1,448.8,1983-08-20,1100.8,3,1,3,Severe Flood
INDOFLOODS-gauge-440-19,1983-09-23,1983-09-23,7.11,1983-09-23,1,248.7,1983-09-23,248.7,1,1,1,Flood
INDOFLOODS-gauge-440-20,1984-06-18,1984-06-18,7.4,1984-06-18,1,249.6,1984-06-18,249.6,1,1,1,Flood
INDOFLOODS-gauge-440-21,1984-07-04,1984-07-05,7.89,1984-07-04,1,334.5,1984-07-04,623.2,2,1,2,Flood
INDOFLOODS-gauge-440-22,1984-07-07,1984-07-07,7.17,1984-07-07,1,244.0,1984-07-07,244.0,1,1,1,Flood
INDOFLOODS-gauge-440-23,1984-10-03,1984-10-06,8.48,1984-10-04,1,399.9,1984-10-04,1302.4,4,2,3,Severe Flood
INDOFLOODS-gauge-440-24,1984-10-08,1984-10-08,7.62,1984-10-08,1,309.7,1984-10-08,309.7,1,1,1,Flood
INDOFLOODS-gauge-440-25,1985-07-01,1985-07-01,7.06,1985-07-01,1,247.6,1985-07-01,247.6,1,1,1,Flood
INDOFLOODS-gauge-440-26,1989-07-22,1989-07-25,8.46,1989-07-23,1,488.2,1989-07-23,1635.1,4,2,3,Severe Flood
INDOFLOODS-gauge-440-27,1989-07-27,1989-07-28,7.18,1989-07-27,1,337.6,1989-07-27,658.8,2,1,2,Flood
INDOFLOODS-gauge-440-28,1990-11-01,1990-11-07,8.84,1990-11-04,1,581.9,1990-11-04,3488.4,7,4,4,Severe Flood
INDOFLOODS-gauge-440-29,1991-06-07,1991-06-09,8.41,1991-06-08,1,482.7,1991-06-08,1247.5,3,2,2,Severe Flood
INDOFLOODS-gauge-440-30,1991-06-12,1991-06-14,7.97,1991-06-12,1,437.5,1991-06-12,1225.6,3,1,3,Flood
INDOFLOODS-gauge-440-31,1992-08-01,1992-08-01,7.06,1992-08-01,1,335.3,1992-08-01,335.3,1,1,1,Flood
INDOFLOODS-gauge-440-32,1992-10-10,1992-10-14,12.28,1992-10-11,1,1459.0,1992-10-11,4840.1,5,2,4,Severe Flood
INDOFLOODS-gauge-440-33,1992-11-14,1992-11-18,13.7,1992-11-15,1,2367.0,1992-11-15,7658.9,5,2,4,Severe Flood
INDOFLOODS-gauge-440-34,1993-07-17,1993-07-17,7.2,1993-07-17,1,345.8,1993-07-17,345.8,1,1,1,Flood
INDOFLOODS-gauge-440-35,1994-08-02,1994-08-05,11.34,1994-08-03,1,850.6,1994-08-03,2390.2,4,2,3,Severe Flood
INDOFLOODS-gauge-440-36,1998-10-11,1998-10-17,10.61,1998-10-13,1,746.1,1998-10-13,3792.6,7,3,5,Severe Flood
INDOFLOODS-gauge-440-37,2000-08-26,2000-08-26,7.32,2000-08-26,1,381.35,2000-08-26,381.35,1,1,1,Flood
INDOFLOODS-gauge-440-38,2000-09-28,2000-09-28,7.72,2000-09-28,1,417.7,2000-09-28,417.7,1,1,1,Flood
INDOFLOODS-gauge-440-39,2007-07-17,2007-07-17,7.65,2007-07-17,1,322.94,2007-07-17,322.94,1,1,1,Flood
INDOFLOODS-gauge-440-40,2010-10-04,2010-10-04,7.53,2010-10-04,1,502.62,2010-10-04,502.62,1,1,1,Flood
INDOFLOODS-gauge-440-41,2010-11-23,2010-11-23,7.4,2010-11-23,1,441.05,2010-11-23,441.05,1,1,1,Flood
INDOFLOODS-gauge-440-42,2014-08-23,2014-08-23,8.8,2014-08-23,1,563.28,2014-08-23,563.28,1,1,1,Severe Flood
INDOFLOODS-gauge-440-43,2017-09-06,2017-09-06,9.73,2017-09-06,1,178.48,2017-09-06,178.48,1,1,1,Severe Flood
INDOFLOODS-gauge-440-44,2017-10-23,2017-10-23,10.03,2017-10-23,1,48.2,2017-10-23,48.2,1,1,1,Severe Flood
INDOFLOODS-gauge-440-45,2018-08-09,2018-08-13,9.13,2018-08-10,1,569.51,2018-08-11,1601.33,5,2,4,Severe Flood
INDOFLOODS-gauge-440-46,2018-08-15,2018-08-21,12.99,2018-08-16,1,936.82,2018-08-16,3477.66,7,2,6,Severe Flood
INDOFLOODS-gauge-441-1,2019-08-08,2019-08-09,18.24,2019-08-08,1,,,,2,1,2,Severe Flood
INDOFLOODS-gauge-445-1,2019-08-08,2019-08-09,23.91,2019-08-08,1,,,,2,1,2,Flood
INDOFLOODS-gauge-446-1,1992-11-14,1992-11-14,64.73,1992-11-14,1,744.1,1992-11-14,744.1,1,1,1,Severe Flood
INDOFLOODS-gauge-446-2,2009-11-08,2009-11-08,64.93,2009-11-08,1,740.09,2009-11-08,740.09,1,1,1,Severe Flood
INDOFLOODS-gauge-472-1,1973-07-19,1973-07-19,293.5,1973-07-19,1,11100.0,1973-07-19,11100.0,1,1,1,Flood
INDOFLOODS-gauge-472-2,1973-07-22,1973-07-23,298.14,1973-07-22,1,24350.0,1973-07-22,43924.1,2,1,2,Severe Flood
INDOFLOODS-gauge-472-3,1973-08-28,1973-09-03,300.63,1973-08-30,1,31600.0,1973-08-30,155513.0,7,3,5,Severe Flood
INDOFLOODS-gauge-472-4,1973-09-06,1973-09-08,295.96,1973-09-07,1,18100.0,1973-09-07,45803.2,3,2,2,Severe Flood
INDOFLOODS-gauge-472-5,1974-08-17,1974-08-22,300.81,1974-08-20,1,28435.3,1974-08-20,86058.2,6,4,3,Severe Flood
INDOFLOODS-gauge-472-6,1975-08-12,1975-08-12,293.16,1975-08-12,1,9524.9,1975-08-12,9524.9,1,1,1,Flood
INDOFLOODS-gauge-472-7,1975-08-15,1975-08-15,294.38,1975-08-15,1,11264.2,1975-08-15,11264.2,1,1,1,Severe Flood
INDOFLOODS-gauge-472-8,1975-08-23,1975-08-25,295.29,1975-08-24,1,13865.2,1975-08-25,37440.2,3,2,2,Severe Flood
INDOFLOODS-gauge-472-9,1975-09-12,1975-09-12,293.39,1975-09-12,1,10564.7,1975-09-12,10564.7,1,1,1,Flood
INDOFLOODS-gauge-472-10,1976-08-05,1976-08-05,293.0,1976-08-05,1,10350.0,1976-08-05,10350.0,1,1,1,Flood
INDOFLOODS-gauge-472-11,1977-06-28,1977-06-28,294.7,1977-06-28,1,14550.0,1977-06-28,14550.0,1,1,1,Severe Flood
INDOFLOODS-gauge-472-12,1977-08-08,1977-08-10,296.05,1977-08-09,1,15436.6,1977-08-09,40831.2,3,2,2,Severe Flood
INDOFLOODS-gauge-472-13,1977-08-31,1977-09-01,294.92,1977-08-31,1,14011.3,1977-08-31,25911.3,2,1,2,Severe Flood
INDOFLOODS-gauge-472-14,1977-09-14,1977-09-14,293.2,1977-09-14,1,11100.0,1977-09-14,11100.0,1,1,1,Flood
INDOFLOODS-gauge-472-15,1978-06-27,1978-06-29,602.63,1978-06-29,1,873.3,1978-06-29,1931.1,3,3,1,Severe Flood
INDOFLOODS-gauge-472-16,1978-08-16,1978-08-17,295.87,1978-08-17,1,18375.0,1978-08-17,36361.9,2,2,1,Severe Flood
INDOFLOODS-gauge-472-17,1978-08-25,1978-08-26,295.89,1978-08-26,1,18400.0,1978-08-26,28275.0,2,2,1,Severe Flood
INDOFLOODS-gauge-472-18,1978-08-30,1978-08-30,292.88,1978-08-30,1,11550.0,1978-08-30,11550.0,1,1,1,Flood
INDOFLOODS-gauge-472-19,1979-08-10,1979-08-11,294.35,1979-08-10,1,11200.7,1979-08-10,21080.7,2,1,2,Severe Flood
INDOFLOODS-gauge-472-20,1979-08-31,1979-08-31,545.0,1979-08-31,1,177.1,1979-08-31,177.1,1,1,1,Severe Flood
INDOFLOODS-gauge-472-21,1980-08-29,1980-09-01,296.4,1980-08-30,1,21893.4,1980-08-30,74579.9,4,2,3,Severe Flood
INDOFLOODS-gauge-472-22,1982-08-23,1982-08-23,294.55,1982-08-23,1,16885.7,1982-08-23,16885.7,1,1,1,Severe Flood
INDOFLOODS-gauge-472-23,1983-08-21,1983-08-21,293.23,1983-08-21,1,13800.0,1983-08-21,13800.0,1,1,1,Flood
INDOFLOODS-gauge-472-24,1983-09-09,1983-09-11,296.2,1983-09-10,1,22020.0,1983-09-10,57700.0,3,2,2,Severe Flood
INDOFLOODS-gauge-472-25,1984-08-10,1984-08-12,294.94,1984-08-10,1,18008.6,1984-08-10,47226.9,3,1,3,Severe Flood
INDOFLOODS-gauge-472-26,1984-08-18,1984-08-21,298.61,1984-08-19,1,28600.0,1984-08-19,92778.7,4,2,3,Severe Flood
INDOFLOODS-gauge-472-27,1985-08-09,1985-08-10,293.69,1985-08-10,1,12470.0,1985-08-10,24157.2,2,2,1,Flood
INDOFLOODS-gauge-472-28,1986-07-22,1986-07-25,296.25,1986-07-24,1,20680.0,1986-07-24,64480.0,4,3,2,Severe Flood
INDOFLOODS-gauge-472-29,1986-08-15,1986-08-15,295.9,1986-08-15,1,19786.7,1986-08-15,19786.7,1,1,1,Severe Flood
INDOFLOODS-gauge-472-30,1987-09-18,1987-09-18,294.66,1987-09-18,1,15945.0,1987-09-18,15945.0,1,1,1,Severe Flood
INDOFLOODS-gauge-472-31,1988-08-04,1988-08-06,295.09,1988-08-05,1,16800.0,1988-08-05,44637.0,3,2,2,Severe Flood
INDOFLOODS-gauge-472-32,1990-08-23,1990-08-23,293.5,1990-08-23,1,12810.0,1990-08-23,12810.0,1,1,1,Flood
INDOFLOODS-gauge-472-33,1991-08-24,1991-08-26,296.4,1991-08-25,1,20000.0,1991-08-25,49094.0,3,2,2,Severe Flood
INDOFLOODS-gauge-472-34,1993-08-06,1993-08-06,293.37,1993-08-06,1,12100.0,1993-08-06,12100.0,1,1,1,Flood
INDOFLOODS-gauge-472-35,1994-07-18,1994-07-24,296.16,1994-07-22,1,20200.0,1994-07-22,110802.0,7,5,3,Severe Flood
INDOFLOODS-gauge-472-36,1994-08-02,1994-08-02,293.05,1994-08-02,1,11436.0,1994-08-02,11436.0,1,1,1,Flood
INDOFLOODS-gauge-472-37,1994-08-06,1994-08-09,294.88,1994-08-07,1,15418.0,1994-08-07,52879.0,4,2,3,Severe Flood
INDOFLOODS-gauge-472-38,1994-08-20,1994-08-20,293.18,1994-08-20,1,10526.0,1994-08-20,10526.0,1,1,1,Flood
INDOFLOODS-gauge-472-39,1994-08-26,1994-08-28,294.77,1994-08-27,1,16124.0,1994-08-27,40089.0,3,2,2,Severe Flood
INDOFLOODS-gauge-472-40,1994-08-31,1994-08-31,293.57,1994-08-31,1,13054.0,1994-08-31,13054.0,1,1,1,Flood
INDOFLOODS-gauge-472-41,1994-09-06,1994-09-06,294.46,1994-09-06,1,15579.0,1994-09-06,15579.0,1,1,1,Severe Flood
INDOFLOODS-gauge-472-42,1998-09-15,1998-09-15,295.14,1998-09-15,1,18000.0,1998-09-15,18000.0,1,1,1,Severe Flood
INDOFLOODS-gauge-472-43,1999-08-09,1999-08-11,295.89,1999-08-10,1,18504.0,1999-08-10,44381.0,3,2,2,Severe Flood
INDOFLOODS-gauge-472-44,1999-09-16,1999-09-23,299.53,1999-09-19,1,27800.0,1999-09-19,178482.0,8,4,5,Severe Flood
INDOFLOODS-gauge-472-45,2002-08-19,2002-08-20,294.2,2002-08-19,1,14560.0,2002-08-19,26370.0,2,1,2,Severe Flood
INDOFLOODS-gauge-472-46,2004-08-23,2004-08-24,293.31,2004-08-23,1,12500.0,2004-08-23,24193.0,2,1,2,Flood
INDOFLOODS-gauge-472-47,2005-07-06,2005-07-06,294.0,2005-07-06,1,14279.56,2005-07-06,14279.56,1,1,1,Severe Flood
INDOFLOODS-gauge-472-48,2006-08-14,2006-08-15,293.9,2006-08-15,1,13211.0,2006-08-15,25774.0,2,2,1,Severe Flood
INDOFLOODS-gauge-472-49,2006-09-01,2006-09-01,294.69,2006-09-01,1,14924.0,2006-09-01,14924.0,1,1,1,Severe Flood
INDOFLOODS-gauge-472-50,2009-09-10,2009-09-11,296.89,2009-09-10,1,20983.97,2009-09-10,38626.68,2,1,2,Severe Flood
INDOFLOODS-gauge-472-51,2012-08-07,2012-08-07,295.55,2012-08-07,1,16972.88,2012-08-07,16972.88,1,1,1,Severe Flood
INDOFLOODS-gauge-472-52,2013-08-01,2013-08-02,294.55,2013-08-01,1,12935.08,2013-08-01,25180.08,2,1,2,Severe Flood
INDOFLOODS-gauge-472-53,2013-08-20,2013-08-25,299.18,2013-08-23,1,23529.48,2013-08-23,105059.06,6,4,3,Severe Flood
INDOFLOODS-gauge-472-54,2016-07-13,2016-07-13,293.88,2016-07-13,1,14.18,2016-07-13,14.18,1,1,1,Severe Flood
INDOFLOODS-gauge-472-55,2016-10-25,2016-10-25,312.06,2016-10-25,1,407.2,2016-10-25,407.2,1,1,1,Severe Flood
INDOFLOODS-gauge-472-56,2017-08-11,2017-08-11,566.1,2017-08-11,1,419.5,2017-08-11,419.5,1,1,1,Severe Flood
INDOFLOODS-gauge-472-57,2019-12-27,2019-12-27,1172.36,2019-12-27,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-485-1,2018-07-04,2018-07-04,284.36,2018-07-04,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-509-1,2010-10-27,2010-10-27,26.36,2010-10-27,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-509-2,2011-06-16,2011-06-16,28.08,2011-06-16,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-509-3,2011-06-19,2011-06-19,25.88,2011-06-19,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-509-4,2012-06-17,2012-06-17,51.6,2012-06-17,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-509-5,2012-07-17,2012-07-17,42.8,2012-07-17,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-509-6,2012-07-19,2012-07-20,48.6,2012-07-19,1,,,,2,1,2,Severe Flood
INDOFLOODS-gauge-509-7,2012-08-11,2012-08-11,76.6,2012-08-11,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-509-8,2012-08-25,2012-08-25,48.0,2012-08-25,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-509-9,2012-09-05,2012-09-06,112.0,2012-09-05,1,,,,2,1,2,Severe Flood
INDOFLOODS-gauge-509-10,2013-06-01,2013-06-01,26.36,2013-06-01,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-509-11,2013-10-15,2013-10-15,26.1,2013-10-15,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-509-12,2015-08-02,2015-08-02,24.74,2015-08-02,1,,,,1,1,1,Flood
INDOFLOODS-gauge-509-13,2016-08-12,2016-08-12,24.82,2016-08-12,1,,,,1,1,1,Flood
INDOFLOODS-gauge-509-14,2016-08-21,2016-08-21,24.94,2016-08-21,1,,,,1,1,1,Flood
INDOFLOODS-gauge-509-15,2016-08-24,2016-08-24,24.74,2016-08-24,1,,,,1,1,1,Flood
INDOFLOODS-gauge-509-16,2016-08-27,2016-08-27,24.84,2016-08-27,1,,,,1,1,1,Flood
INDOFLOODS-gauge-509-17,2016-09-06,2016-09-08,25.38,2016-09-06,1,,,,3,1,3,Flood
INDOFLOODS-gauge-509-18,2016-09-10,2016-09-12,25.08,2016-09-12,1,,,,3,3,1,Flood
INDOFLOODS-gauge-509-19,2017-07-24,2017-08-06,25.92,2017-07-25,1,,,,14,2,13,Severe Flood
INDOFLOODS-gauge-509-20,2017-08-08,2017-08-09,25.04,2017-08-08,2,,,,2,1,2,Flood
INDOFLOODS-gauge-509-21,2017-08-15,2017-08-17,24.96,2017-08-16,2,,,,3,2,2,Flood
INDOFLOODS-gauge-509-22,2017-08-19,2017-08-21,24.84,2017-08-19,2,,,,3,1,3,Flood
INDOFLOODS-gauge-509-23,2017-08-31,2017-09-06,24.94,2017-09-03,1,,,,7,4,4,Flood
INDOFLOODS-gauge-509-24,2017-09-10,2017-09-22,25.12,2017-09-16,1,,,,13,7,7,Flood
INDOFLOODS-gauge-509-25,2017-09-29,2017-09-30,24.84,2017-09-29,1,,,,2,1,2,Flood
INDOFLOODS-gauge-509-26,2017-10-21,2017-10-22,25.12,2017-10-22,1,,,,2,2,1,Flood
INDOFLOODS-gauge-509-27,2018-07-23,2018-07-24,24.86,2018-07-24,1,,,,2,2,1,Flood
INDOFLOODS-gauge-509-28,2018-07-27,2018-07-29,24.8,2018-07-28,1,,,,3,2,2,Flood
INDOFLOODS-gauge-509-29,2018-07-31,2018-08-04,25.04,2018-08-02,1,,,,5,3,3,Flood
INDOFLOODS-gauge-509-30,2018-08-06,2018-08-08,25.52,2018-08-07,1,,,,3,2,2,Flood
INDOFLOODS-gauge-509-31,2018-08-10,2018-08-11,24.8,2018-08-11,1,,,,2,2,1,Flood
INDOFLOODS-gauge-509-32,2018-08-16,2018-08-19,24.8,2018-08-17,2,,,,4,2,3,Flood
INDOFLOODS-gauge-509-33,2018-08-21,2018-08-23,24.78,2018-08-22,1,,,,3,2,2,Flood
INDOFLOODS-gauge-509-34,2018-08-27,2018-08-31,24.8,2018-08-29,2,,,,5,3,3,Flood
INDOFLOODS-gauge-509-35,2018-09-02,2018-09-07,25.06,2018-09-06,1,,,,6,5,2,Flood
INDOFLOODS-gauge-509-36,2018-09-11,2018-09-14,24.86,2018-09-12,1,,,,4,2,3,Flood
INDOFLOODS-gauge-509-37,2018-09-22,2018-09-24,24.82,2018-09-23,1,,,,3,2,2,Flood
INDOFLOODS-gauge-509-38,2018-10-13,2018-10-16,24.92,2018-10-14,1,,,,4,2,3,Flood
INDOFLOODS-gauge-509-39,2020-08-23,2020-08-28,25.24,2020-08-23,1,,,,6,1,6,Flood
INDOFLOODS-gauge-526-1,1972-08-30,1972-08-31,330.19,1972-08-31,1,16193.5,1972-08-31,28737.5,2,2,1,Severe Flood
INDOFLOODS-gauge-526-2,1973-08-03,1973-08-03,369.79,1973-08-03,1,281.3,1973-08-03,281.3,1,1,1,Severe Flood
